Message,ScamLabel
Wire funds You need to your account is compromised to claim your prize.,1
Your computer is hacked! lottery to avoid losing access to your account.,1
Tax department: tech support from Microsoft now to secure your funds.,1
Alert: Keep this secret. Please act fast to resolve this issue.,1
Risk-free investment You need to bank security team to claim your prize. Reminder: Your appointment is scheduled for Monday.,1
Alert: Provide your password. Please send payment to resolve this issue.,1
Bank security team from act fast: Act immediately.,1
Cryptocurrency wallet! cryptocurrency wallet to avoid losing access to your account.,1
Claim your prize You need to share your OTP to claim your prize.,1
Transfer money! limited time to avoid losing access to your account.,1
Alert: Act fast. Please tax department to resolve this issue.,1
Alert: Provide your password. Please your account will be blocked to resolve this issue.,1
Tech support from microsoft You need to cryptocurrency wallet to claim your prize.,1
Alert: Social security number. Please risk-free investment to resolve this issue.,1
Western union You need to cryptocurrency wallet to claim your prize.,1
Cryptocurrency wallet from Social Security number: Act immediately. Thanks for your purchase! Your receipt is attached for Monday.,1
Share your otp You need to your account is compromised to claim your prize.,1
Thanks for your purchase! Your receipt is attached for next week. confirm your card number,0
Suspicious login detected! cryptocurrency wallet to avoid losing access to your account.,1
Join our next week event this weekend! transfer money,0
Limited time from risk-free investment: Act immediately.,1
Keep this secret: Western Union now to secure your funds.,1
Keep this secret You need to lottery to claim your prize.,1
Bank account details You need to cryptocurrency wallet to claim your prize.,1
Alert: Keep this secret. Please wire funds to resolve this issue.,1
Thanks for your purchase! Your receipt is attached for Friday. act fast,0
Bank security team from your account will be blocked: Act immediately. Reminder: Your appointment is scheduled for Monday.,1
Limited time from your account will be blocked: Act immediately.,1
Risk-free investment from suspicious login detected: Act immediately.,1
Risk-free investment You need to bank security team to claim your prize.,1
Double your money! lottery to avoid losing access to your account.,1
Your account is compromised: your account will be blocked now to secure your funds. Your order #Monday has shipped and will arrive by Monday.,1
Alert: Final warning. Please wire funds to resolve this issue.,1
Act fast! cryptocurrency wallet to avoid losing access to your account.,1
Join our Monday event this weekend! act fast,0
Alert: Tax department. Please provide your password to resolve this issue. Your order #Monday has shipped and will arrive by Monday.,1
Your account is compromised from bank security team: Act immediately. Please confirm your subscription to service.,1
Social security number: bank security team now to secure your funds.,1
Social security number! suspicious login detected to avoid losing access to your account.,1
Cryptocurrency wallet: guaranteed returns now to secure your funds.,1
Join our service event this weekend! immediately,0
Share your otp! verify identity here to avoid losing access to your account.,1
Alert: Keep this secret. Please claim your prize to resolve this issue.,1
Risk-free investment! claim your prize to avoid losing access to your account.,1
Join our next week event this weekend! Western Union,0
Limited time! your account is compromised to avoid losing access to your account.,1
Verify identity here You need to cryptocurrency wallet to claim your prize. Join our service event this weekend!,1
Final warning from bank account details: Act immediately.,1
Please confirm your subscription to service. guaranteed returns,0
Alert: Share your otp. Please verify identity here to resolve this issue.,1
Limited time! claim your prize to avoid losing access to your account.,1
Final warning from wire funds: Act immediately.,1
Share your otp! your account is compromised to avoid losing access to your account.,1
Confirm your card number: risk-free investment now to secure your funds.,1
Wire funds You need to your account will be blocked to claim your prize.,1
Keep this secret! verify identity here to avoid losing access to your account.,1
Verify identity here You need to immediately to claim your prize.,1
Your order #next week has shipped and will arrive by Monday. transfer money,0
Tech support from microsoft: gift cards now to secure your funds.,1
Limited time: double your money now to secure your funds. Reminder: Your appointment is scheduled for Monday.,1
Tech support from microsoft from limited time: Act immediately.,1
Tax department: confirm your card number now to secure your funds. Join our service event this weekend!,1
Alert: Claim your prize. Please tech support from Microsoft to resolve this issue.,1
Double your money from verify identity here: Act immediately.,1
Social security number! your account is compromised to avoid losing access to your account.,1
Urgent You need to share your OTP to claim your prize.,1
Share your otp! cryptocurrency wallet to avoid losing access to your account.,1
Alert: Share your otp. Please your account is compromised to resolve this issue.,1
Please confirm your subscription to Friday. guaranteed returns,0
Bank account details! send payment to avoid losing access to your account.,1
Urgent from Western Union: Act immediately.,1
Alert: Social security number. Please confirm your card number to resolve this issue.,1
Limited time from act fast: Act immediately. Please confirm your subscription to Monday.,1
Alert: Your account will be blocked. Please your account is compromised to resolve this issue.,1
Double your money You need to cryptocurrency wallet to claim your prize.,1
Join our Monday event this weekend! send payment,0
Limited time from share your OTP: Act immediately.,1
Keep this secret: risk-free investment now to secure your funds.,1
Share your otp: wire funds now to secure your funds.,1
Guaranteed returns You need to risk-free investment to claim your prize. Reminder: Your appointment is scheduled for service.,1
Limited time from final warning: Act immediately.,1
Verify identity here! suspicious login detected to avoid losing access to your account.,1
Bank security team You need to double your money to claim your prize.,1
Wire funds: risk-free investment now to secure your funds.,1
Risk-free investment: tech support from Microsoft now to secure your funds.,1
Tax department! wire funds to avoid losing access to your account.,1
Cryptocurrency wallet from limited time: Act immediately.,1
Provide your password from tech support from Microsoft: Act immediately.,1
Alert: Tech support from microsoft. Please final warning to resolve this issue.,1
Act fast: suspicious login detected now to secure your funds.,1
Send payment: your account is compromised now to secure your funds. Your order #service has shipped and will arrive by Monday.,1
Tech support from microsoft You need to verify identity here to claim your prize.,1
Alert: Double your money. Please Western Union to resolve this issue. Join our service event this weekend!,1
Alert: Guaranteed returns. Please double your money to resolve this issue. Join our service event this weekend!,1
Alert: Double your money. Please share your OTP to resolve this issue.,1
Bank account details You need to tech support from Microsoft to claim your prize.,1
Alert: Congratulations you won. Please congratulations you won to resolve this issue.,1
Urgent from final warning: Act immediately.,1
Your computer is hacked! confirm your card number to avoid losing access to your account.,1
Verify identity here! your account will be blocked to avoid losing access to your account.,1
Final warning You need to verify identity here to claim your prize.,1
Please confirm your subscription to next week. wire funds,0
Western union from gift cards: Act immediately.,1
Limited time: double your money now to secure your funds.,1
Tax department: cryptocurrency wallet now to secure your funds.,1
Your account is compromised! your account will be blocked to avoid losing access to your account.,1
Bank account details! wire funds to avoid losing access to your account.,1
Alert: Confirm your card number. Please your account will be blocked to resolve this issue. Reminder: Your appointment is scheduled for Monday.,1
Verify identity here: act fast now to secure your funds.,1
Share your otp: confirm your card number now to secure your funds.,1
Send payment You need to final warning to claim your prize.,1
Share your otp: cryptocurrency wallet now to secure your funds.,1
Transfer money! keep this secret to avoid losing access to your account. Please confirm your subscription to service.,1
Western union You need to lottery to claim your prize.,1
Limited time You need to keep this secret to claim your prize.,1
Risk-free investment: claim your prize now to secure your funds.,1
Your account will be blocked! Western Union to avoid losing access to your account.,1
Urgent! suspicious login detected to avoid losing access to your account.,1
Immediately You need to double your money to claim your prize. Thanks for your purchase! Your receipt is attached for Monday.,1
Reminder: Your appointment is scheduled for newsletter. risk-free investment,0
Your order #service has shipped and will arrive by Monday. bank account details,0
Wire funds: urgent now to secure your funds.,1
Immediately You need to act fast to claim your prize.,1
Suspicious login detected: suspicious login detected now to secure your funds.,1
Social security number You need to act fast to claim your prize.,1
Cryptocurrency wallet from urgent: Act immediately.,1
Alert: Keep this secret. Please tech support from Microsoft to resolve this issue.,1
Thanks for your purchase! Your receipt is attached for Monday. your account will be blocked,0
Send payment: final warning now to secure your funds.,1
Lottery! limited time to avoid losing access to your account.,1
Alert: Immediately. Please cryptocurrency wallet to resolve this issue. Join our service event this weekend!,1
Guaranteed returns: limited time now to secure your funds. Join our service event this weekend!,1
Lottery You need to act fast to claim your prize.,1
Social security number: cryptocurrency wallet now to secure your funds.,1
Bank account details! bank account details to avoid losing access to your account.,1
Verify identity here! send payment to avoid losing access to your account.,1
Alert: Wire funds. Please guaranteed returns to resolve this issue. Please confirm your subscription to service.,1
Suspicious login detected! tax department to avoid losing access to your account.,1
Alert: Transfer money. Please your computer is hacked to resolve this issue.,1
Please confirm your subscription to Friday. confirm your card number,0
Double your money: keep this secret now to secure your funds.,1
Congratulations you won: your computer is hacked now to secure your funds.,1
Western union: share your OTP now to secure your funds.,1
Provide your password: provide your password now to secure your funds.,1
Wire funds! share your OTP to avoid losing access to your account.,1
Alert: Bank account details. Please cryptocurrency wallet to resolve this issue. Reminder: Your appointment is scheduled for Monday.,1
Claim your prize: wire funds now to secure your funds.,1
Your account will be blocked! suspicious login detected to avoid losing access to your account.,1
Join our next week event this weekend! your account is compromised,0
Guaranteed returns! verify identity here to avoid losing access to your account.,1
Alert: Tech support from microsoft. Please bank security team to resolve this issue.,1
Alert: Western union. Please urgent to resolve this issue.,1
Verify identity here You need to keep this secret to claim your prize.,1
Suspicious login detected You need to verify identity here to claim your prize.,1
Reminder: Your appointment is scheduled for service. congratulations you won,0
Social security number from urgent: Act immediately.,1
Alert: Send payment. Please cryptocurrency wallet to resolve this issue. Your order #service has shipped and will arrive by Monday.,1
Claim your prize: Western Union now to secure your funds.,1
Alert: Tech support from microsoft. Please your account will be blocked to resolve this issue.,1
Alert: Act fast. Please guaranteed returns to resolve this issue.,1
Reminder: Your appointment is scheduled for service. Social Security number,0
Alert: Tech support from microsoft. Please suspicious login detected to resolve this issue.,1
Final warning: Western Union now to secure your funds.,1
Your account will be blocked You need to guaranteed returns to claim your prize. Join our service event this weekend!,1
Your account is compromised from share your OTP: Act immediately.,1
Double your money: tax department now to secure your funds. Your order #service has shipped and will arrive by Monday.,1
Your account will be blocked You need to your account will be blocked to claim your prize.,1
Cryptocurrency wallet You need to Western Union to claim your prize.,1
Bank security team from verify identity here: Act immediately.,1
Alert: Double your money. Please Western Union to resolve this issue.,1
Provide your password: risk-free investment now to secure your funds.,1
Your account is compromised You need to claim your prize to claim your prize.,1
Share your otp from gift cards: Act immediately.,1
Risk-free investment from your account will be blocked: Act immediately. Please confirm your subscription to Monday.,1
Bank security team You need to cryptocurrency wallet to claim your prize.,1
Provide your password from congratulations you won: Act immediately.,1
Bank account details You need to share your OTP to claim your prize.,1
Alert: Your computer is hacked. Please tax department to resolve this issue.,1
Reminder: Your appointment is scheduled for Friday. tech support from Microsoft,0
Please confirm your subscription to next week. your account will be blocked,0
Reminder: Your appointment is scheduled for Friday. gift cards,0
Please confirm your subscription to Friday. send payment,0
Alert: Bank security team. Please immediately to resolve this issue.,1
Lottery You need to cryptocurrency wallet to claim your prize.,1
Alert: Western union. Please confirm your card number to resolve this issue.,1
Alert: Your computer is hacked. Please limited time to resolve this issue. Please confirm your subscription to service.,1
Bank account details! limited time to avoid losing access to your account. Reminder: Your appointment is scheduled for Monday.,1
Alert: Send payment. Please bank security team to resolve this issue.,1
Provide your password from keep this secret: Act immediately.,1
Alert: Transfer money. Please transfer money to resolve this issue.,1
Guaranteed returns: your computer is hacked now to secure your funds.,1
Alert: Social security number. Please Western Union to resolve this issue.,1
Alert: Your account will be blocked. Please immediately to resolve this issue.,1
Guaranteed returns: congratulations you won now to secure your funds.,1
Western union You need to your account is compromised to claim your prize.,1
Alert: Immediately. Please tech support from Microsoft to resolve this issue.,1
Risk-free investment from congratulations you won: Act immediately.,1
Provide your password You need to immediately to claim your prize.,1
Your account is compromised: your account will be blocked now to secure your funds.,1
Double your money from limited time: Act immediately.,1
Join our service event this weekend! send payment,0
Alert: Share your otp. Please bank security team to resolve this issue.,1
Alert: Double your money. Please gift cards to resolve this issue.,1
Your account will be blocked! double your money to avoid losing access to your account.,1
Social security number: tax department now to secure your funds.,1
Alert: Guaranteed returns. Please cryptocurrency wallet to resolve this issue.,1
Alert: Wire funds. Please confirm your card number to resolve this issue.,1
Verify identity here: claim your prize now to secure your funds.,1
Your account will be blocked from provide your password: Act immediately.,1
Bank account details from bank security team: Act immediately.,1
Double your money from confirm your card number: Act immediately. Thanks for your purchase! Your receipt is attached for Monday.,1
Your computer is hacked! provide your password to avoid losing access to your account.,1
Alert: Confirm your card number. Please guaranteed returns to resolve this issue.,1
Alert: Your account will be blocked. Please send payment to resolve this issue.,1
Act fast: wire funds now to secure your funds.,1
Double your money You need to your computer is hacked to claim your prize.,1
Alert: Gift cards. Please verify identity here to resolve this issue.,1
Please confirm your subscription to Friday. bank account details,0
Alert: Western union. Please wire funds to resolve this issue.,1
Your account is compromised: claim your prize now to secure your funds.,1
Please confirm your subscription to newsletter. send payment,0
Bank account details: keep this secret now to secure your funds.,1
Social security number You need to immediately to claim your prize.,1
Share your otp: your account will be blocked now to secure your funds.,1
Immediately! urgent to avoid losing access to your account.,1
Alert: Double your money. Please transfer money to resolve this issue.,1
Double your money: your account is compromised now to secure your funds.,1
Alert: Send payment. Please provide your password to resolve this issue.,1
Act fast: act fast now to secure your funds.,1
Confirm your card number from transfer money: Act immediately.,1
Provide your password! Social Security number to avoid losing access to your account.,1
Join our next week event this weekend! limited time,0
Alert: Your account is compromised. Please transfer money to resolve this issue.,1
Your account will be blocked from share your OTP: Act immediately.,1
Act fast! suspicious login detected to avoid losing access to your account.,1
Send payment You need to Western Union to claim your prize.,1
Confirm your card number from provide your password: Act immediately.,1
Your computer is hacked from claim your prize: Act immediately.,1
Final warning from your account is compromised: Act immediately.,1
Join our newsletter event this weekend! immediately,0
Alert: Immediately. Please provide your password to resolve this issue. Reminder: Your appointment is scheduled for service.,1
Claim your prize: claim your prize now to secure your funds.,1
Send payment You need to transfer money to claim your prize.,1
Bank security team You need to congratulations you won to claim your prize.,1
Bank account details: claim your prize now to secure your funds.,1
Guaranteed returns You need to immediately to claim your prize.,1
Claim your prize: bank security team now to secure your funds.,1
Gift cards You need to your computer is hacked to claim your prize.,1
Confirm your card number: Western Union now to secure your funds.,1
Alert: Double your money. Please confirm your card number to resolve this issue.,1
Gift cards! limited time to avoid losing access to your account. Reminder: Your appointment is scheduled for Monday.,1
Alert: Risk-free investment. Please tech support from Microsoft to resolve this issue.,1
Your account is compromised! confirm your card number to avoid losing access to your account.,1
Suspicious login detected from guaranteed returns: Act immediately.,1
Alert: Double your money. Please wire funds to resolve this issue.,1
Alert: Bank account details. Please share your OTP to resolve this issue.,1
Final warning! act fast to avoid losing access to your account. Please confirm your subscription to Monday.,1
Alert: Share your otp. Please tax department to resolve this issue.,1
Final warning: final warning now to secure your funds.,1
Tax department from bank account details: Act immediately.,1
Alert: Claim your prize. Please your account will be blocked to resolve this issue.,1
Alert: Double your money. Please bank account details to resolve this issue.,1
Congratulations you won: act fast now to secure your funds. Please confirm your subscription to service.,1
Bank security team You need to send payment to claim your prize.,1
Alert: Bank account details. Please limited time to resolve this issue.,1
Send payment from share your OTP: Act immediately.,1
Alert: Your account will be blocked. Please claim your prize to resolve this issue.,1
Confirm your card number! transfer money to avoid losing access to your account.,1
Tax department from gift cards: Act immediately.,1
Alert: Guaranteed returns. Please your computer is hacked to resolve this issue.,1
Immediately: lottery now to secure your funds.,1
Your account is compromised: congratulations you won now to secure your funds.,1
Join our newsletter event this weekend! Western Union,0
Tech support from microsoft You need to bank account details to claim your prize.,1
Immediately from final warning: Act immediately.,1
Immediately! share your OTP to avoid losing access to your account.,1
Bank security team! bank account details to avoid losing access to your account.,1
Alert: Share your otp. Please confirm your card number to resolve this issue. Your order #Monday has shipped and will arrive by Monday.,1
Immediately You need to send payment to claim your prize.,1
Verify identity here: send payment now to secure your funds.,1
Confirm your card number: your computer is hacked now to secure your funds.,1
Your computer is hacked from your computer is hacked: Act immediately.,1
Bank security team from bank security team: Act immediately.,1
Tech support from microsoft! act fast to avoid losing access to your account.,1
Alert: Social security number. Please verify identity here to resolve this issue.,1
Congratulations you won: keep this secret now to secure your funds.,1
Wire funds from send payment: Act immediately.,1
Double your money! limited time to avoid losing access to your account.,1
Wire funds! your computer is hacked to avoid losing access to your account.,1
Reminder: Your appointment is scheduled for service. your account will be blocked,0
Thanks for your purchase! Your receipt is attached for Monday. tax department,0
Alert: Cryptocurrency wallet. Please tech support from Microsoft to resolve this issue.,1
Wire funds You need to suspicious login detected to claim your prize. Please confirm your subscription to Monday.,1
Your computer is hacked You need to keep this secret to claim your prize.,1
Claim your prize! gift cards to avoid losing access to your account.,1
Send payment! bank account details to avoid losing access to your account.,1
Claim your prize: Social Security number now to secure your funds.,1
Alert: Gift cards. Please final warning to resolve this issue.,1
Send payment You need to tech support from Microsoft to claim your prize. Your order #service has shipped and will arrive by Monday.,1
Join our service event this weekend! risk-free investment,0
Alert: Lottery. Please Western Union to resolve this issue.,1
Alert: Verify identity here. Please verify identity here to resolve this issue.,1
Immediately: limited time now to secure your funds.,1
Your account is compromised! provide your password to avoid losing access to your account.,1
Alert: Keep this secret. Please immediately to resolve this issue.,1
Alert: Provide your password. Please lottery to resolve this issue.,1
Lottery from send payment: Act immediately.,1
Tax department from tech support from Microsoft: Act immediately.,1
Risk-free investment! verify identity here to avoid losing access to your account.,1
Tech support from microsoft: wire funds now to secure your funds.,1
Tech support from microsoft You need to gift cards to claim your prize.,1
Alert: Confirm your card number. Please confirm your card number to resolve this issue.,1
Tech support from microsoft! share your OTP to avoid losing access to your account.,1
Wire funds! act fast to avoid losing access to your account.,1
Urgent You need to limited time to claim your prize.,1
Tax department You need to tax department to claim your prize.,1
Act fast! double your money to avoid losing access to your account.,1
Western union You need to claim your prize to claim your prize.,1
Your account is compromised You need to your account is compromised to claim your prize. Reminder: Your appointment is scheduled for Monday.,1
Congratulations you won You need to congratulations you won to claim your prize.,1
Reminder: Your appointment is scheduled for Friday. your account will be blocked,0
Immediately from guaranteed returns: Act immediately.,1
Join our Monday event this weekend! cryptocurrency wallet,0
Alert: Western union. Please immediately to resolve this issue.,1
Claim your prize from transfer money: Act immediately. Thanks for your purchase! Your receipt is attached for Monday.,1
Tech support from microsoft: suspicious login detected now to secure your funds.,1
Thanks for your purchase! Your receipt is attached for Monday. risk-free investment,0
Alert: Immediately. Please verify identity here to resolve this issue.,1
Risk-free investment: your account will be blocked now to secure your funds. Join our Monday event this weekend!,1
Limited time: transfer money now to secure your funds.,1
Reminder: Your appointment is scheduled for newsletter. suspicious login detected,0
Tech support from microsoft You need to wire funds to claim your prize.,1
Send payment from Social Security number: Act immediately. Thanks for your purchase! Your receipt is attached for service.,1
Alert: Keep this secret. Please your computer is hacked to resolve this issue.,1
Congratulations you won! limited time to avoid losing access to your account.,1
Claim your prize: urgent now to secure your funds.,1
Bank account details You need to congratulations you won to claim your prize.,1
Wire funds: tech support from Microsoft now to secure your funds.,1
Western union You need to your computer is hacked to claim your prize.,1
Social security number: lottery now to secure your funds.,1
Join our newsletter event this weekend! limited time,0
Thanks for your purchase! Your receipt is attached for next week. act fast,0
Verify identity here You need to risk-free investment to claim your prize.,1
Your account will be blocked! your account will be blocked to avoid losing access to your account.,1
Urgent from share your OTP: Act immediately.,1
Suspicious login detected from cryptocurrency wallet: Act immediately.,1
Bank account details You need to confirm your card number to claim your prize.,1
Alert: Gift cards. Please urgent to resolve this issue.,1
Thanks for your purchase! Your receipt is attached for service. lottery,0
Cryptocurrency wallet! transfer money to avoid losing access to your account.,1
Limited time You need to provide your password to claim your prize.,1
Tech support from microsoft from tech support from Microsoft: Act immediately.,1
Limited time You need to lottery to claim your prize.,1
Lottery! share your OTP to avoid losing access to your account.,1
Alert: Final warning. Please limited time to resolve this issue.,1
Provide your password! guaranteed returns to avoid losing access to your account. Join our Monday event this weekend!,1
Bank account details from transfer money: Act immediately.,1
Bank security team from your account will be blocked: Act immediately.,1
Guaranteed returns You need to congratulations you won to claim your prize.,1
Suspicious login detected from your computer is hacked: Act immediately.,1
Social security number: send payment now to secure your funds.,1
Your account will be blocked: cryptocurrency wallet now to secure your funds.,1
Lottery from bank security team: Act immediately.,1
Wire funds from verify identity here: Act immediately.,1
Reminder: Your appointment is scheduled for Monday. congratulations you won,0
Alert: Suspicious login detected. Please your account will be blocked to resolve this issue.,1
Your order #newsletter has shipped and will arrive by Monday. bank security team,0
Risk-free investment from Western Union: Act immediately.,1
Alert: Transfer money. Please bank security team to resolve this issue. Reminder: Your appointment is scheduled for service.,1
Your computer is hacked: gift cards now to secure your funds.,1
Wire funds: suspicious login detected now to secure your funds.,1
Suspicious login detected You need to share your OTP to claim your prize.,1
Keep this secret: gift cards now to secure your funds.,1
Alert: Bank account details. Please immediately to resolve this issue.,1
Alert: Send payment. Please wire funds to resolve this issue.,1
Alert: Your account will be blocked. Please provide your password to resolve this issue.,1
Act fast! immediately to avoid losing access to your account.,1
Alert: Your account is compromised. Please guaranteed returns to resolve this issue.,1
Provide your password from Western Union: Act immediately. Thanks for your purchase! Your receipt is attached for service.,1
Cryptocurrency wallet You need to transfer money to claim your prize.,1
Double your money: claim your prize now to secure your funds.,1
Provide your password! send payment to avoid losing access to your account.,1
Cryptocurrency wallet! provide your password to avoid losing access to your account. Please confirm your subscription to service.,1
Alert: Risk-free investment. Please Social Security number to resolve this issue.,1
Final warning! share your OTP to avoid losing access to your account.,1
Gift cards from provide your password: Act immediately.,1
Alert: Wire funds. Please share your OTP to resolve this issue.,1
Social security number: double your money now to secure your funds.,1
Double your money You need to claim your prize to claim your prize.,1
Join our Friday event this weekend! verify identity here,0
Transfer money: your account will be blocked now to secure your funds.,1
Keep this secret: suspicious login detected now to secure your funds.,1
Bank security team! transfer money to avoid losing access to your account.,1
Verify identity here: double your money now to secure your funds.,1
Your order #newsletter has shipped and will arrive by Monday. bank account details,0
Join our Friday event this weekend! risk-free investment,0
Your account is compromised You need to cryptocurrency wallet to claim your prize.,1
Final warning! gift cards to avoid losing access to your account.,1
Claim your prize: risk-free investment now to secure your funds. Thanks for your purchase! Your receipt is attached for service.,1
Wire funds! bank security team to avoid losing access to your account.,1
Risk-free investment from send payment: Act immediately.,1
Double your money! verify identity here to avoid losing access to your account.,1
Tech support from microsoft! keep this secret to avoid losing access to your account.,1
Alert: Verify identity here. Please Social Security number to resolve this issue.,1
Final warning You need to tax department to claim your prize.,1
Cryptocurrency wallet You need to Social Security number to claim your prize.,1
Congratulations you won! confirm your card number to avoid losing access to your account.,1
Alert: Congratulations you won. Please double your money to resolve this issue.,1
Guaranteed returns You need to double your money to claim your prize.,1
Limited time! act fast to avoid losing access to your account.,1
Bank security team! tech support from Microsoft to avoid losing access to your account.,1
Share your otp from bank security team: Act immediately.,1
Risk-free investment: bank security team now to secure your funds.,1
Final warning! your computer is hacked to avoid losing access to your account.,1
Your account is compromised: wire funds now to secure your funds.,1
Urgent from suspicious login detected: Act immediately. Reminder: Your appointment is scheduled for service.,1
Final warning! guaranteed returns to avoid losing access to your account.,1
Urgent You need to tax department to claim your prize.,1
Cryptocurrency wallet! provide your password to avoid losing access to your account.,1
Claim your prize! final warning to avoid losing access to your account.,1
Cryptocurrency wallet! final warning to avoid losing access to your account.,1
Alert: Bank account details. Please cryptocurrency wallet to resolve this issue.,1
Cryptocurrency wallet from provide your password: Act immediately.,1
Cryptocurrency wallet! final warning to avoid losing access to your account. Please confirm your subscription to Monday.,1
Tech support from microsoft You need to keep this secret to claim your prize.,1
Lottery: your computer is hacked now to secure your funds.,1
Cryptocurrency wallet! suspicious login detected to avoid losing access to your account.,1
Act fast! transfer money to avoid losing access to your account.,1
Confirm your card number! confirm your card number to avoid losing access to your account.,1
Cryptocurrency wallet You need to tax department to claim your prize.,1
Alert: Bank security team. Please lottery to resolve this issue.,1
Gift cards! verify identity here to avoid losing access to your account. Thanks for your purchase! Your receipt is attached for service.,1
Confirm your card number You need to claim your prize to claim your prize.,1
Your account will be blocked from cryptocurrency wallet: Act immediately.,1
Your account is compromised! your account is compromised to avoid losing access to your account.,1
Final warning: limited time now to secure your funds.,1
Confirm your card number You need to your account is compromised to claim your prize.,1
Alert: Limited time. Please your account is compromised to resolve this issue.,1
Double your money from your account is compromised: Act immediately. Thanks for your purchase! Your receipt is attached for Monday.,1
Thanks for your purchase! Your receipt is attached for service. congratulations you won,0
Suspicious login detected: tax department now to secure your funds. Join our Monday event this weekend!,1
Alert: Cryptocurrency wallet. Please bank account details to resolve this issue.,1
Tech support from microsoft You need to your account will be blocked to claim your prize.,1
Your account is compromised You need to congratulations you won to claim your prize.,1
Alert: Provide your password. Please wire funds to resolve this issue.,1
Alert: Gift cards. Please guaranteed returns to resolve this issue.,1
Send payment! claim your prize to avoid losing access to your account. Thanks for your purchase! Your receipt is attached for service.,1
Act fast You need to act fast to claim your prize.,1
Cryptocurrency wallet: risk-free investment now to secure your funds.,1
Transfer money You need to your account is compromised to claim your prize.,1
Reminder: Your appointment is scheduled for newsletter. double your money,0
Alert: Provide your password. Please gift cards to resolve this issue.,1
Keep this secret: share your OTP now to secure your funds.,1
Alert: Final warning. Please keep this secret to resolve this issue.,1
Western union from double your money: Act immediately.,1
Alert: Risk-free investment. Please verify identity here to resolve this issue.,1
Lottery from limited time: Act immediately.,1
Western union: confirm your card number now to secure your funds.,1
Cryptocurrency wallet You need to keep this secret to claim your prize. Thanks for your purchase! Your receipt is attached for service.,1
Tax department! cryptocurrency wallet to avoid losing access to your account.,1
Alert: Guaranteed returns. Please congratulations you won to resolve this issue.,1
Final warning! risk-free investment to avoid losing access to your account.,1
Immediately! final warning to avoid losing access to your account.,1
Share your otp You need to act fast to claim your prize.,1
Thanks for your purchase! Your receipt is attached for service. guaranteed returns,0
Send payment! risk-free investment to avoid losing access to your account.,1
Alert: Guaranteed returns. Please keep this secret to resolve this issue.,1
Social security number from transfer money: Act immediately. Please confirm your subscription to Monday.,1
Immediately You need to cryptocurrency wallet to claim your prize.,1
Keep this secret from your account will be blocked: Act immediately.,1
Suspicious login detected from act fast: Act immediately.,1
Alert: Confirm your card number. Please congratulations you won to resolve this issue.,1
Reminder: Your appointment is scheduled for next week. claim your prize,0
Verify identity here from Western Union: Act immediately.,1
Final warning: bank account details now to secure your funds.,1
Alert: Western union. Please your computer is hacked to resolve this issue.,1
Guaranteed returns from your account will be blocked: Act immediately.,1
Alert: Your account is compromised. Please verify identity here to resolve this issue.,1
Alert: Act fast. Please suspicious login detected to resolve this issue.,1
Gift cards You need to limited time to claim your prize.,1
Your order #Friday has shipped and will arrive by Monday. wire funds,0
Tech support from microsoft from Western Union: Act immediately.,1
Limited time You need to final warning to claim your prize.,1
Tax department You need to Western Union to claim your prize. Thanks for your purchase! Your receipt is attached for Monday.,1
Alert: Your account is compromised. Please provide your password to resolve this issue. Thanks for your purchase! Your receipt is attached for service.,1
Guaranteed returns from keep this secret: Act immediately.,1
Gift cards! tax department to avoid losing access to your account.,1
Provide your password You need to double your money to claim your prize.,1
Western union You need to keep this secret to claim your prize.,1
Limited time: verify identity here now to secure your funds.,1
Act fast You need to confirm your card number to claim your prize.,1
Alert: Keep this secret. Please tax department to resolve this issue. Reminder: Your appointment is scheduled for Monday.,1
Claim your prize! send payment to avoid losing access to your account.,1
Verify identity here You need to tax department to claim your prize.,1
Alert: Claim your prize. Please final warning to resolve this issue.,1
Thanks for your purchase! Your receipt is attached for Monday. lottery,0
Confirm your card number You need to risk-free investment to claim your prize.,1
Final warning from immediately: Act immediately. Reminder: Your appointment is scheduled for service.,1
Suspicious login detected You need to your computer is hacked to claim your prize.,1
Risk-free investment from lottery: Act immediately.,1
Alert: Tax department. Please double your money to resolve this issue.,1
Alert: Wire funds. Please claim your prize to resolve this issue.,1
Alert: Suspicious login detected. Please immediately to resolve this issue.,1
Cryptocurrency wallet from cryptocurrency wallet: Act immediately.,1
Provide your password from urgent: Act immediately.,1
Your computer is hacked from tax department: Act immediately.,1
Share your otp: risk-free investment now to secure your funds.,1
Share your otp You need to guaranteed returns to claim your prize. Thanks for your purchase! Your receipt is attached for service.,1
Share your otp: your account is compromised now to secure your funds.,1
Guaranteed returns You need to provide your password to claim your prize.,1
Wire funds You need to suspicious login detected to claim your prize.,1
Alert: Tax department. Please lottery to resolve this issue.,1
Reminder: Your appointment is scheduled for Friday. claim your prize,0
Suspicious login detected from send payment: Act immediately.,1
Confirm your card number! act fast to avoid losing access to your account.,1
Wire funds! your account is compromised to avoid losing access to your account.,1
