text,personality,type,label,text_clean
Could you reschedule my flight ticket for next week?,unknown,legit,0,could you reschedule my flight ticket for next week?
THIS IS A URGENCY & PRESSURE MESSAGE: LAST CHANCE. PLEASE RESPOND NOW.,unknown,Urgency & Pressure,1,this is a urgency pressure message last chance. please respond now.
Congratulations on your work anniversary!,unknown,legit,0,congratulations on your work anniversary!
"Hello, can I book a doctor’s appointment for tomorrow?",unknown,legit,0,"hello, can i book a doctors appointment for tomorrow?"
I NEED DETAILS ABOUT MY INCOME TAX REFUND.,unknown,legit,0,i need details about my income tax refund.
This is a threats & fear message: your account will be frozen. please respond now.,unknown,Threats & Fear,1,this is a threats fear message your account will be frozen. please respond now.
I need to transfer money to my father’s account today.,unknown,legit,0,i need to transfer money to my fathers account today.
This is a authority impersonation message: tech support from Microsoft. Please respond now.,unknown,Authority Impersonation,1,this is a authority impersonation message tech support from microsoft. please respond now.
I need to transfer money to my father’s account today.,unknown,legit,0,i need to transfer money to my fathers account today.
Can you tell me the ztatus of my online food order? 😡,unknown,legit,0,can you tell me the ztatus of my online food order?
THIS IS A AUTHORITY IMPERSONATION MESSAGE: COURT ORDER. PLEASE RESPOND NOW.,unknown,Authority Impersonation,1,this is a authority impersonation message court order. please respond now.
Could you reschedule my flight tickyt for next week?,unknown,legit,0,could you reschedule my flight tickyt for next week?
This is a money transfer message: send payment. please respond now.,unknown,Money Transfer,1,this is a money transfer message send payment. please respond now.
I need detaixs about my income tax refund.,unknown,legit,0,i need detaixs about my income tax refund.
Can you tell me the status of my online food order?,unknown,legit,0,can you tell me the status of my online food order?
I need details about my incomeytax refund.,unknown,legit,0,i need details about my incomeytax refund.
Congratulations on your work anniversary! 🚨,unknown,legit,0,congratulations on your work anniversary!
I need to transfer money to my father’s accountytoday.,unknown,legit,0,i need to transfer money to my fathers accountytoday.
This is a sensitive info requests message: pan card. please respond now.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message pan card. please respond now.
This is a sensitive info requests message: bank account details. Please respond now.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message bank account details. please respond now.
CONGRATULATIONS ON YOUR WORK ANNIVERSARY!,unknown,legit,0,congratulations on your work anniversary!
YOUR ACCOUNT STATEMENT IS READY FOR DOWNLOAD.,unknown,legit,0,your account statement is ready for download.
This is y sensitive info requests message: confirm your card number. Please respond now.,unknown,Sensitive Info Requests,1,this is y sensitive info requests message confirm your card number. please respond now.
CONGRATULATIONS ON YOUR WORK ANNIVERSARY!,unknown,legit,0,congratulations on your work anniversary!
This is a social engineering message: for your safety. plezse respond now.,unknown,Social Engineering,1,this is a social engineering message for your safety. plezse respond now.
This is a authority impersonation message: arrest warrant. Please respond now.,unknown,Authority Impersonation,1,this is a authority impersonation message arrest warrant. please respond now.
Could you reschedule my flight ticket for next week?,unknown,legit,0,could you reschedule my flight ticket for next week?
This is a threats & fear message: unauthorized access. Please respond now.,unknown,Threats & Fear,1,this is a threats fear message unauthorized access. please respond now.
I urgently need to pay my electricity bill before due date.,unknown,legit,0,i urgently need to pay my electricity bill before due date.
CAN YOU HELP ME RESET MY INTERNET BANKING PASSWORD?,unknown,legit,0,can you help me reset my internet banking password?
THIS IS A INVESTMENT / LOTTERY MESSAGE: GUARANTEED RETURNS. PLEASE RESPOND NOW.,unknown,Investment / Lottery,1,this is a investment lottery message guaranteed returns. please respond now.
This is a authority impersonation message: law enforcement. Please respond now.,unknown,Authority Impersonation,1,this is a authority impersonation message law enforcement. please respond now.
This is a social engineering message: for your safety. Please respond now.,unknown,Social Engineering,1,this is a social engineering message for your safety. please respond now.
Please share your PAN card number for loan application processing. ⚠️,unknown,legit,0,please share your pan card number for loan application processing.
I need to transfer money to my father’s account today.,unknown,legit,0,i need to transfer money to my fathers account today.
This is a sensitive info requests message: Social Security number. Please respond now. ⚠️,unknown,Sensitive Info Requests,1,this is a sensitive info requests message social security number. please respond now.
PLEASE SHARE YOUR PAN CARD NUMBER FOR LOAN APPLICATION PROCESSING.,unknown,legit,0,please share your pan card number for loan application processing.
Please share your PAN card number for loanzapplication processing.,unknown,legit,0,please share your pan card number for loanzapplication processing.
This is a investment / lottery message: crypto scheme. please respond now.,unknown,Investment / Lottery,1,this is a investment lottery message crypto scheme. please respond now.
Congratulations on your work anniversary!,unknown,legit,0,congratulations on your work anniversary!
THIS IS A THREATS & FEAR MESSAGE: FINE. PLEASE RESPOND NOW.,unknown,Threats & Fear,1,this is a threats fear message fine. please respond now.
Can you tell me the status of my online food order? ⚠️,unknown,legit,0,can you tell me the status of my online food order?
THIS IS A INVESTMENT /zLOTTERY MESSAGE: GUARANTEED RETURNS. PLEASE RESPOND NOW.,unknown,Investment / Lottery,1,this is a investment zlottery message guaranteed returns. please respond now.
Could you reschedule my flight ticket for next week?,unknown,legit,0,could you reschedule my flight ticket for next week?
THIS IS A INVESTMENT / LOTTERY MESSAGE: LOTTERY. PLEASE RESPOND NOW.,unknown,Investment / Lottery,1,this is a investment lottery message lottery. please respond now.
THIx IS A THREATS & FEAR MESSAGE: FINE. PLEASE RESPOND NOW.,unknown,Threats & Fear,1,thix is a threats fear message fine. please respond now.
CAN YOU TELL ME THE STATUS OF MY ONLINE FOOD ORxER?,unknown,legit,0,can you tell me the status of my online food orxer?
I need to transfer money to my father’s account today.,unknown,legit,0,i need to transfer money to my fathers account today.
I need details about my income tax refuyd.,unknown,legit,0,i need details about my income tax refuyd.
This is a sensitive info requests message: social security number. please respond now. 😡,unknown,Sensitive Info Requests,1,this is a sensitive info requests message social security number. please respond now.
THIS IS A URGENCY & PRESSURE MESSAGE: LIMITED TIME. PLEASE RESPOND NOW.,unknown,Urgency & Pressure,1,this is a urgency pressure message limited time. please respond now.
Can you tell me the status of my online food order?,unknown,legit,0,can you tell me the status of my online food order?
THIS IS A INVESTMENT / LOTTERY MESSAGE: SWEEPSTAKES. PLEASE RESPOND NOW.,unknown,Investment / Lottery,1,this is a investment lottery message sweepstakes. please respond now.
I need to transfer money to my father’s yccount today.,unknown,legit,0,i need to transfer money to my fathers yccount today.
This is a money transfer message: gift cards. Please respond now.,unknown,Money Transfer,1,this is a money transfer message gift cards. please respond now.
Could you reschedule my flight ticket for next week?,unknown,legit,0,could you reschedule my flight ticket for next week?
Congratulations on your work anniversary!,unknown,legit,0,congratulations on your work anniversary!
This is a investment / lottery message: risx-free investment. Please respond now.,unknown,Investment / Lottery,1,this is a investment lottery message risxfree investment. please respond now.
THIS IS A MONEY TRANSFER MESSAGE: GOOGLE PLAY CARDS. PLEASE RESPOND NOW.,unknown,Money Transfer,1,this is a money transfer message google play cards. please respond now.
THIS IS A INVESTMENT / LOTTERY MESSAGE: FOREX SCHEME. PLEASE RESPOND NOW.,unknown,Investment / Lottery,1,this is a investment lottery message forex scheme. please respond now.
I urgently need to pay my electricity bill before due date.,unknown,legit,0,i urgently need to pay my electricity bill before due date.
THIS IS A SOCIAL ENGINEERING MESSAGE: FOR YOUR SAFETY. PLEASE RESPOND NOW.,unknown,Social Engineering,1,this is a social engineering message for your safety. please respond now.
I need to transfer money to my father’s account today.,unknown,legit,0,i need to transfer money to my fathers account today.
THIS IS A THREATS & FEAR MESSAGE: YOUR ACCOUNT WILL BE FROZEN. PLEASE RESPOND NOW.,unknown,Threats & Fear,1,this is a threats fear message your account will be frozen. please respond now.
This is a money transfer message: iTunes cards. Please respond now.,unknown,Money Transfer,1,this is a money transfer message itunes cards. please respond now.
Can you help me reset my internet banking password?,unknown,legit,0,can you help me reset my internet banking password?
"Hello, can I book a doctor’s appointment for tomorrow?",unknown,legit,0,"hello, can i book a doctors appointment for tomorrow?"
"Hello, can I book a doctor’s appointment for tomorrow?",unknown,legit,0,"hello, can i book a doctors appointment for tomorrow?"
"Hello, can I book a doctor’s appointment for tomorrow?",unknown,legit,0,"hello, can i book a doctors appointment for tomorrow?"
Can you help me reset my internet banking password?,unknown,legit,0,can you help me reset my internet banking password?
This is a social engineering message: verify identity here. Please respond now.,unknown,Social Engineering,1,this is a social engineering message verify identity here. please respond now.
This is a social engineering message: verify identity here. Please respond now.,unknown,Social Engineering,1,this is a social engineering message verify identity here. please respond now.
This is a investment / lottery message: guaranteed returns. Please respond now.,unknown,Investment / Lottery,1,this is a investment lottery message guaranteed returns. please respond now.
I need to transfer money to my father’s account today.,unknown,legit,0,i need to transfer money to my fathers account today.
Your account statement is ready for download.,unknown,legit,0,your account statement is ready for download.
COULD YOU RESCHEDULE MY FLIGHT TICKET FOR NEXT WEEK? 😡,unknown,legit,0,could you reschedule my flight ticket for next week?
I urgently need to pay my electricity bill before due date.,unknown,legit,0,i urgently need to pay my electricity bill before due date.
Please share your PAN card number for loan application processing.,unknown,legit,0,please share your pan card number for loan application processing.
THIS IS A SOCIAL ENGINEERING MESSAGE: VERIFY IDENTITY HERE. PLEASE RESPOND NOW.,unknown,Social Engineering,1,this is a social engineering message verify identity here. please respond now.
I NEED TO TRANSFER MONEY TO MY FATHER’S ACCOUNT TODAY.,unknown,legit,0,i need to transfer money to my fathers account today.
This is a threatsz& fear message: your account will be frozen. please respond now.,unknown,Threats & Fear,1,this is a threatsz fear message your account will be frozen. please respond now.
This is a money transfer message: Google Play cards. Please respond now.,unknown,Money Transfer,1,this is a money transfer message google play cards. please respond now.
This is a sensitive info requests message: social security number. please respond now.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message social security number. please respond now.
"HELLO, CAN I BOOK A DOCTOR’S APPOxNTMENT FOR TOMORROW?",unknown,legit,0,"hello, can i book a doctors appoxntment for tomorrow?"
Your account statement is ready for download.,unknown,legit,0,your account statement is ready for download.
PLEASE SHARE YOUR PAN CARD NUMBER FOR LOAN APPLICATION PROCESSING.,unknown,legit,0,please share your pan card number for loan application processing.
This is a money transyer message: send payment. Please respond now.,unknown,Money Transfer,1,this is a money transyer message send payment. please respond now.
THIS IS A AUTHORITY IMPERSONATION MESSAGE: BANK SECURITY TEAM. PLEASE RESPOND NOW. 🚨,unknown,Authority Impersonation,1,this is a authority impersonation message bank security team. please respond now.
THIS IS A MONEY TRANSFER MESSAGE: SEND MONEY. PLEASE RESPOND NOW.,unknown,Money Transfer,1,this is a money transfer message send money. please respond now.
Can you help me reset my internet xanking password?,unknown,legit,0,can you help me reset my internet xanking password?
This is a authority impersonation message: police. Please respond now. 🚨,unknown,Authority Impersonation,1,this is a authority impersonation message police. please respond now.
This is a urgency & pressure message: urgent. Please respond now.,unknown,Urgency & Pressure,1,this is a urgency pressure message urgent. please respond now.
This is a social engineering message: verify identity here. Please respond now.,unknown,Social Engineering,1,this is a social engineering message verify identity here. please respond now.
THIS IS A SENSITIVE INFO REQUESTS MESSAGE: CONFIRM YOUR CARD NUMBER. PLEASE RESPOND zOW.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message confirm your card number. please respond zow.
Your account statement is ready for download.,unknown,legit,0,your account statement is ready for download.
I nezd details about my income tax refund. ⚠️,unknown,legit,0,i nezd details about my income tax refund.
THIS IS A THREATS & FEAR MESSAGE: LEGAL ACTION. PLEASE RESPOND NOW.,unknown,Threats & Fear,1,this is a threats fear message legal action. please respond now.
I urgently need to pay my electricity bill before due date.,unknown,legit,0,i urgently need to pay my electricity bill before due date.
This is a sensitive info requests message: CVV. Please respond now.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message cvv. please respond now.
Could you reschedule my flight ticket for next week?,unknown,legit,0,could you reschedule my flight ticket for next week?
This is a social engineering message: verify identity here. Please respond now.,unknown,Social Engineering,1,this is a social engineering message verify identity here. please respond now.
This is a sensitive info requests message: PAN card. Please respond now. 😡,unknown,Sensitive Info Requests,1,this is a sensitive info requests message pan card. please respond now.
"HELLO, CAN I BOOK A DOCTOR’S APPOINTMENT FOR TOMORROW?",unknown,legit,0,"hello, can i book a doctors appointment for tomorrow?"
This is a money transfer message: itunes cards. please respond now.,unknown,Money Transfer,1,this is a money transfer message itunes cards. please respond now.
I NEED DETAILS ABOUT MY INCOME TAX REFUND.,unknown,legit,0,i need details about my income tax refund.
Congratulations on your work anniversary!,unknown,legit,0,congratulations on your work anniversary!
I NEED DETAILS ABOUT MY INCOME TAX REFUND.,unknown,legit,0,i need details about my income tax refund.
This is a sensitive iyfo requests message: Aadhaar. Please respond now. 🚨,unknown,Sensitive Info Requests,1,this is a sensitive iyfo requests message aadhaar. please respond now.
I need to transfer money to my father’s account today.,unknown,legit,0,i need to transfer money to my fathers account today.
THIS IS A MONEY TRANSFER MESSAGE: WESTERN UNION. PLEASE RESPOND NOWz,unknown,Money Transfer,1,this is a money transfer message western union. please respond nowz
I URGENTLY NEED TO PAY MY ELECTRICITY BILL BEFORE DUE DATE.,unknown,legit,0,i urgently need to pay my electricity bill before due date.
YOUR ACCOUNT STATEMENT IS READY FOR DOWNLOAD.,unknown,legit,0,your account statement is ready for download.
This is a social engineering message: verify identity here. Please respond now.,unknown,Social Engineering,1,this is a social engineering message verify identity here. please respond now.
I urgently need to pay my electricity bill before due date.,unknown,legit,0,i urgently need to pay my electricity bill before due date.
THIS IS A MONEY TRANSFER MESSAGE: UPFRONT PAYMENT. PLEASE RESPOND NOW.,unknown,Money Transfer,1,this is a money transfer message upfront payment. please respond now.
This is a authority impersonation message: bank security team. please respond now.,unknown,Authority Impersonation,1,this is a authority impersonation message bank security team. please respond now.
THIS IS A SOCIAL ENGINEERING MESSAGE: DON’T TELL YOUR BANK. PLEASE RESPOND NOW.,unknown,Social Engineering,1,this is a social engineering message dont tell your bank. please respond now.
THIS IS A MONEY TRANSFER MESSAGE: MONEYGRAM. PLEASE RESPOND NOW.,unknown,Money Transfer,1,this is a money transfer message moneygram. please respond now.
This is a sensitive info requests message: pin. please respond now.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message pin. please respond now.
THIS IS A THREATS & FEAR MESSAGE: UNAUTHORIZED ACCESS. PLEASE RESPOND NOW.,unknown,Threats & Fear,1,this is a threats fear message unauthorized access. please respond now.
I need details about my income tax refund.,unknown,legit,0,i need details about my income tax refund.
This is a sensitive info requests message: confirm your card number. Please respond now.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message confirm your card number. please respond now.
COULD YOU RESCHEDULE MY FLIGHT TICKET FOR NEXT WEEK?,unknown,legit,0,could you reschedule my flight ticket for next week?
This is a threats & fear messagey legal action. Please respond now.,unknown,Threats & Fear,1,this is a threats fear messagey legal action. please respond now.
This is a money transfer message: MoneyGram. Please respond now.,unknown,Money Transfer,1,this is a money transfer message moneygram. please respond now.
This is a threats & fear message: you will lose access. Please respond now.,unknown,Threats & Fear,1,this is a threats fear message you will lose access. please respond now.
THIS IS A URGENCY & PRESSURE MESSAGE: DON’T DELAY. PLEASE RESPOND NOW.,unknown,Urgency & Pressure,1,this is a urgency pressure message dont delay. please respond now.
THIS IS A SOCIAL ENGINEERING MESSAGE: VERIFY IDENTITY HERE. PLEASE RESPOND NOW.,unknown,Social Engineering,1,this is a social engineering message verify identity here. please respond now.
CAN YOU TELL ME THE STATUS OF MY ONLINE FOOD ORDER?,unknown,legit,0,can you tell me the status of my online food order?
CAN YOU HELP ME RESET MY INTERNET BANKING PASSWORD? 😡,unknown,legit,0,can you help me reset my internet banking password?
This is a authority impersonation message: fraud department.zPlease respond now.,unknown,Authority Impersonation,1,this is a authority impersonation message fraud department.zplease respond now.
YOUR ACCOUNT STATEMENT IS READY FOR DOWNLOAD.,unknown,legit,0,your account statement is ready for download.
Your account statement is ready for download.,unknown,legit,0,your account statement is ready for download.
THIS IS A SENSITIVE INFO REQUESTS MESSAGE: AADHAARx PLEASE RESPOND NOW.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message aadhaarx please respond now.
I need to transfer money to my father’s accouny today.,unknown,legit,0,i need to transfer money to my fathers accouny today.
THIS IS A INVESTMENT / LOTTERY MESSAGE: FOREX SCHEME. PLEASE RESPOND NOW. 🚨,unknown,Investment / Lottery,1,this is a investment lottery message forex scheme. please respond now.
This is a threats & fear message: your account is compromised. Please respond now.,unknown,Threats & Fear,1,this is a threats fear message your account is compromised. please respond now.
COULD YOU RESCHEDULE MY FLIGHT TICKET FOR NEXT WEEK?,unknown,legit,0,could you reschedule my flight ticket for next week?
I need to transfer money to my father’s account today.,unknown,legit,0,i need to transfer money to my fathers account today.
I need details about my income tax refund.,unknown,legit,0,i need details about my income tax refund.
"Hello, can I book a doctor’s appointmeyt for tomorrow?",unknown,legit,0,"hello, can i book a doctors appointmeyt for tomorrow?"
This is a social engineering message: keep this secret. Please respond now. ⚠️,unknown,Social Engineering,1,this is a social engineering message keep this secret. please respond now.
THIS IS A SOCIAL ENGINEERING MESSAGE: KEEP THIS SECRET. PLEASE RESPOND NOW.,unknown,Social Engineering,1,this is a social engineering message keep this secret. please respond now.
Can you help me reset my internet banking password?,unknown,legit,0,can you help me reset my internet banking password?
This is a sensitive info requests message: pin. please respond xow.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message pin. please respond xow.
I need details about my income tax refund.,unknown,legit,0,i need details about my income tax refund.
THIS IS A MONEY TRANSFER MESSAGE: CRYPTOCURRENCY WALLET. PLEASE RESPOND NOW.,unknown,Money Transfer,1,this is a money transfer message cryptocurrency wallet. please respond now.
YOUR ACCOUNT STATEMENT IS READY FOR DOWNLOAD.,unknown,legit,0,your account statement is ready for download.
Your account statement is ready forzdownload. 😡,unknown,legit,0,your account statement is ready forzdownload.
This is a urgency & pressure message: do not tell anyone. please respond now.,unknown,Urgency & Pressure,1,this is a urgency pressure message do not tell anyone. please respond now.
Thix is a social engineering message: keep this secret. Please respond now.,unknown,Social Engineering,1,thix is a social engineering message keep this secret. please respond now.
CONGRATULATIONS ON YOUR WORK ANNIVERSARY!,unknown,legit,0,congratulations on your work anniversary!
This is a investment / lottery message: crypto scheme. Please respond now.,unknown,Investment / Lottery,1,this is a investment lottery message crypto scheme. please respond now.
Congratulaxions on your work anniversary! 😡,unknown,legit,0,congratulaxions on your work anniversary!
THIS IS A AUTHORITY IMPERSONATION MESSAGE: BANK SECURITY TEAM. PLEASE RESPOND NOW.,unknown,Authority Impersonation,1,this is a authority impersonation message bank security team. please respond now.
This is a investment / lottery message: risk-free investment. Please respond now.,unknown,Investment / Lottery,1,this is a investment lottery message riskfree investment. please respond now.
THIS IS A SOCIAL ENGINEERING MESSAGE: FOR YOUR SAFETY. PLEASE RESPOND NOW.,unknown,Social Engineering,1,this is a social engineering message for your safety. please respond now.
Can you help me reset my internet banking password?,unknown,legit,0,can you help me reset my internet banking password?
THIS IS A INVESTMENT / LOTTERY MESSAGE: GUARANTEED RETURNS. PLEASE RESPOND NOW.,unknown,Investment / Lottery,1,this is a investment lottery message guaranteed returns. please respond now.
CAN YOU HELP ME RESET MY INTERNET BANKING PASSWORD?,unknown,legit,0,can you help me reset my internet banking password?
This is a money transfer message: google play cards. please respond now.,unknown,Money Transfer,1,this is a money transfer message google play cards. please respond now.
YOUy ACCOUNT STATEMENT IS READY FOR DOWNLOAD.,unknown,legit,0,youy account statement is ready for download.
THIS IS A SOCIAL ENGINEERING MESSAGE: TRUST ME. PLEASE RESPOND NOW.,unknown,Social Engineering,1,this is a social engineering message trust me. please respond now.
Thzs is a authority impersonation message: arrest warrant. Please respond now.,unknown,Authority Impersonation,1,thzs is a authority impersonation message arrest warrant. please respond now.
Could you reschedule my flight ticket for next week?,unknown,legit,0,could you reschedule my flight ticket for next week?
"Hello, can I book a doctor’s appointment for tomorrow?",unknown,legit,0,"hello, can i book a doctors appointment for tomorrow?"
This is a investment / lottery message: risk-free investment. Please respond now.,unknown,Investment / Lottery,1,this is a investment lottery message riskfree investment. please respond now.
YOUR ACCOUNT STATEMENT IS READY FOR DOWNLOAD.,unknown,legit,0,your account statement is ready for download.
THIS IS A AUTHORITY IMPERSONATION MESSAGE: LAW ENFORCEMENT. PLEASE RESPOND NOW.,unknown,Authority Impersonation,1,this is a authority impersonation message law enforcement. please respond now.
Could you reschedule my flight ticket for next week?,unknown,legit,0,could you reschedule my flight ticket for next week?
"Hello, can I book a doctor’s appointment for tomorrow?",unknown,legit,0,"hello, can i book a doctors appointment for tomorrow?"
I NEED TO TRANSFER MONEY TO MY FATHER’S ACCOUNT TODAY.,unknown,legit,0,i need to transfer money to my fathers account today.
COULD YOU RESCHEDULE MY FLIGHT TICKET FOR NEXT WEEK?,unknown,legit,0,could you reschedule my flight ticket for next week?
"Hello, can I book a doctor’s appointment for tomorrow?",unknown,legit,0,"hello, can i book a doctors appointment for tomorrow?"
THIS IS A SENSITIVE INFO REQUESTS MESSAGE: GOVERNMENT ID. PLEASE RESPOND NOW.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message government id. please respond now.
I NEED DETAILS ABOUT MY INCOME TAX REFUND.,unknown,legit,0,i need details about my income tax refund.
Could you reschedule my flight ticket for next week? 😡,unknown,legit,0,could you reschedule my flight ticket for next week?
THIS IS A INVESTMENT / LOTTERY MESSAGE: SWEEPSTAKES. PLEASE RESPOND NOW.,unknown,Investment / Lottery,1,this is a investment lottery message sweepstakes. please respond now.
THIS IS A URGENCY & PRESSURE MESSAGE: DO NOT TELL ANYONE. PLEASE RESPOND NOW.,unknown,Urgency & Pressure,1,this is a urgency pressure message do not tell anyone. please respond now.
CONGRATULATIONS ON YOUR WORK ANNIVERSARY!,unknown,legit,0,congratulations on your work anniversary!
I need to transfer money to my father’s account today.,unknown,legit,0,i need to transfer money to my fathers account today.
This is a threats & fear message: suspicious login detected. Please respond now.,unknown,Threats & Fear,1,this is a threats fear message suspicious login detected. please respond now.
Your account stztement is ready for download.,unknown,legit,0,your account stztement is ready for download.
This is a threats & fear message: your account is compromised. please respond now.,unknown,Threats & Fear,1,this is a threats fear message your account is compromised. please respond now.
Can you tell me the status of my online food order?,unknown,legit,0,can you tell me the status of my online food order?
Can you tell me the status of my online food order?,unknown,legit,0,can you tell me the status of my online food order?
THIS IS A SOCIAL ENGINEERING MESSAGE: FOR YOUR SAFETY. PLEASE RESPOND NOW.,unknown,Social Engineering,1,this is a social engineering message for your safety. please respond now.
I urgently need to pay my elxctricity bill before due date.,unknown,legit,0,i urgently need to pay my elxctricity bill before due date.
This is a urgency & pressure message: limited time. Please respond now.,unknown,Urgency & Pressure,1,this is a urgency pressure message limited time. please respond now.
THIS IS A SOCIAL ENGINEERING MESSAGE: TRUST ME. PLEASE RESPOND NOW.,unknown,Social Engineering,1,this is a social engineering message trust me. please respond now.
THIS IS A THREATS & FEAR MESSAGE: YOUR ACCOUNT xS COMPROMISED. PLEASE RESPOND NOW.,unknown,Threats & Fear,1,this is a threats fear message your account xs compromised. please respond now.
This is a money transfer message: send money. Please respond now.,unknown,Money Transfer,1,this is a money transfer message send money. please respond now.
This is a social engineering message: trust me. please respond now.,unknown,Social Engineering,1,this is a social engineering message trust me. please respond now.
CONGRATULATIONS ON YOUR WORK ANNIVERSARY!,unknown,legit,0,congratulations on your work anniversary!
CAN YOU HELP ME RESET MY INTERNET BANKING PASSWORD?,unknown,legit,0,can you help me reset my internet banking password?
"Hello, can I book a doctor’s appointment for tomorrow? 🚨",unknown,legit,0,"hello, can i book a doctors appointment for tomorrow?"
CONGRATULATIONS ON YOUR WORK ANNIVERSARY!,unknown,legit,0,congratulations on your work anniversary!
I URGENTLY NEED TO PAY MY ELECTRICITY BILL BEFORE DUE DATE.,unknown,legit,0,i urgently need to pay my electricity bill before due date.
I need details about my income tax refund.,unknown,legit,0,i need details about my income tax refund.
This is a sensitive info requests message: confirm your card number. pleasexrespond now.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message confirm your card number. pleasexrespond now.
Can you tell me the status of my online food order? 😡,unknown,legit,0,can you tell me the status of my online food order?
I URGENTLY NEED TO PAY MY ELECTRICITY BILL BEFORE DUE DATE.,unknown,legit,0,i urgently need to pay my electricity bill before due date.
THIS IS A MONEY TRANSFER MESSAGE: CRYPTOCURRENCY WALLET. PLEASE RESPOND NOW.,unknown,Money Transfer,1,this is a money transfer message cryptocurrency wallet. please respond now.
CAN YOU TELL ME THE STATUS OF MY ONLINE FOOD ORDER?,unknown,legit,0,can you tell me the status of my online food order?
YOUR ACCOUNT STATEMENT IS READY FOR DOWNLOAD.,unknown,legit,0,your account statement is ready for download.
This is a money transfer message: Western Union. Please respond now.,unknown,Money Transfer,1,this is a money transfer message western union. please respond now.
THIS IS A THREATS & FEAR MESSAGE: YOUR ACCOUNT WILL BE FROZEN. PLEASE RESPOND NOW.,unknown,Threats & Fear,1,this is a threats fear message your account will be frozen. please respond now.
YOUR ACCOUNT STATEMENT IS READY FOR DOWNLOAD.,unknown,legit,0,your account statement is ready for download.
THIS IS A AUTHORITY IMPERSONATION MESSAGE: APPLE SUPPORT. PLEASE RESPOND NOW.,unknown,Authority Impersonation,1,this is a authority impersonation message apple support. please respond now.
This is a investment / lottery message: claim your prize. Please respond now.,unknown,Investment / Lottery,1,this is a investment lottery message claim your prize. please respond now.
Could you reschedule my flight ticket for next week? 😡,unknown,legit,0,could you reschedule my flight ticket for next week?
CAN YOU HELP ME RESET MY INTERNET BANKING PxSSWORD?,unknown,legit,0,can you help me reset my internet banking pxssword?
I urgently need to pay my electricity bill before due date.,unknown,legit,0,i urgently need to pay my electricity bill before due date.
Can you tell me the status of my online food order?,unknown,legit,0,can you tell me the status of my online food order?
Congratulations on your work anniversary!,unknown,legit,0,congratulations on your work anniversary!
This is a authority impersonation message: bank security team. please respond now.,unknown,Authority Impersonation,1,this is a authority impersonation message bank security team. please respond now.
Can you help me reset my internet banking password? 😡,unknown,legit,0,can you help me reset my internet banking password?
Can you tell mz the status of my online food order?,unknown,legit,0,can you tell mz the status of my online food order?
THIS IS A AUTHORITY IMPERSONATION MESSAGE: COURT ORDER. PLEASE RESPOND NOW.,unknown,Authority Impersonation,1,this is a authority impersonation message court order. please respond now.
This is a urgency & pressure message: do not tell anyone. Please respond now.,unknown,Urgency & Pressure,1,this is a urgency pressure message do not tell anyone. please respond now.
THIS IS A SENSITIVE INFO REQUESTS MESSAGE: ONE-TIME PASSWORD. PLEASE RESPOND NOW.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message onetime password. please respond now.
This is a urgency & pressure message: your account will be blocked. please respond now.,unknown,Urgency & Pressure,1,this is a urgency pressure message your account will be blocked. please respond now.
CONGRATULATIONS ON YOUR WORK ANNIVERSARY!,unknown,legit,0,congratulations on your work anniversary!
I need to transfer money to my father’s account today.,unknown,legit,0,i need to transfer money to my fathers account today.
This is a urgency & pressure message: your account will be blocked. please respond now.,unknown,Urgency & Pressure,1,this is a urgency pressure message your account will be blocked. please respond now.
Can you help mz reset my internet banking password?,unknown,legit,0,can you help mz reset my internet banking password?
I NEED TO TRANSFER MONEY TO MY FATHER’S ACCOUNT TODAY.,unknown,legit,0,i need to transfer money to my fathers account today.
"Hello, can I book a doctor’s appointment for tomorrow?",unknown,legit,0,"hello, can i book a doctors appointment for tomorrow?"
"Hello, can I book a doctor’s appointment for tomorrow? ⚠️",unknown,legit,0,"hello, can i book a doctors appointment for tomorrow?"
This is a urgency & pressure message: act fast. Please respond now.,unknown,Urgency & Pressure,1,this is a urgency pressure message act fast. please respond now.
Congratulations on your work anniveysary!,unknown,legit,0,congratulations on your work anniveysary!
I need to transfer money to my father’s account today.,unknown,legit,0,i need to transfer money to my fathers account today.
This is a money transfer message: transfer money. Please respond now.,unknown,Money Transfer,1,this is a money transfer message transfer money. please respond now.
I need details about my income tax refund. 😡,unknown,legit,0,i need details about my income tax refund.
Tyis is a social engineering message: keep this secret. Please respond now.,unknown,Social Engineering,1,tyis is a social engineering message keep this secret. please respond now.
This is a urgency & pressure message: urgent. Please respond now.,unknown,Urgency & Pressure,1,this is a urgency pressure message urgent. please respond now.
I urgently need to pay my electricity bill before due date.,unknown,legit,0,i urgently need to pay my electricity bill before due date.
